"Rank","Time","Wind","Name","Country","Birthdate","City","Date"
1581,10.05,2,"Kemar Bailey-Cole","JAM","10.01.92","Lausanne","04.07.2013"
1581,10.05,1.6,"Yoshihide Kiryu","JPN","15.12.95","Kumagaya","17.05.2014"
1581,10.05,-0.1,"Justin Gatlin","USA","10.02.82","Montverde","07.06.2014"
1581,10.05,1.7,"Darrel Brown","TTO","11.10.84","Port of Spain","21.06.2014"
1581,10.05,1,"Julian Forte","JAM","01.07.93","Kingston","26.06.2014"
1581,10.05,-0.4,"Jason Livermore","JAM","25.04.88","Kingston","27.06.2014"
1581,10.05,-2.2,"Justin Gatlin","USA","10.02.82","Edmonton","06.07.2014"
1581,10.05,1.8,"Julian Reus","GER","29.04.88","Ulm","26.07.2014"
1581,10.05,0.4,"Hua Wilfried Koffi","CIV","24.09.89","Marrakech","11.08.2014"
1581,10.05,-0.3,"Mike Rodgers","USA","24.04.85","Z&uuml;rich","28.08.2014"
1581,10.05,0.7,"Femi Ogunode","QAT","31.01.91","Rieti","07.09.2014"
1581,10.05,1.8,"Ronnie Baker","USA","15.10.93","Ames","16.05.2015"
1581,10.05,1.8,"Tevin Hester","USA","10.01.94","Jacksonville","28.05.2015"
1581,10.05,-2.4,"Asafa Powell","JAM","23.11.82","Marseille","06.06.2015"
1581,10.05,2,"Richard Kilty","GBR","01.09.89","Birmingham","07.06.2015"
1581,10.05,1,"Andrew Fisher","JAM","15.12.91","Kingston","25.06.2015"
1581,10.05,1,"Kemar Bailey-Cole","JAM","10.01.92","Kingston","25.06.2015"
1581,10.05,1.3,"Kim Collins","SKN","05.04.76","Saint-Denis","04.07.2015"
1581,10.05,0,"Nesta Carter","JAM","10.11.85","Bellinzona","21.07.2015"
1581,10.05,1.1,"Andre De Grasse","CAN","10.11.94","Toronto","22.07.2015"
1581,10.05,-0.3,"Jimmy Vicaut","FRA","27.02.92","London","24.07.2015"
1581,10.05,0.5,"Chijindu Ujah","GBR","05.03.94","Beijing","22.08.2015"
1581,10.05,-0.3,"Ben Youssef Meit&eacute;","CIV","11.11.86","Beijing","22.08.2015"
1581,10.05,0.9,"Chijindu Ujah","GBR","05.03.94","Beijing","23.08.2015"
1581,10.05,0.8,"Femi Ogunode","QAT","31.01.91","Amsterdam","05.09.2015"
1581,10.05,0.1,"Usain Bolt","JAM","21.08.86","George Town","14.05.2016"
1581,10.05,1,"Ben Youssef Meit&eacute;","CIV","11.11.86","Greensboro","15.05.2016"
1581,10.05,1.6,"Markesh Woodson","USA","06.09.93","Eugene","08.06.2016"
1581,10.05,1.1,"Barakat Al-Harthi","OMA","15.06.88","Stara Zagora","09.06.2016"
1581,10.05,2,"Justin Walker","USA","30.11.90","Montverde","11.06.2016"
1581,10.05,-0.9,"Senoj-Jay Givans","JAM","30.12.93","Kingston","01.07.2016"
1581,10.05,0.3,"Julian Forte","JAM","01.07.93","London","22.07.2016"
1581,10.05,0.1,"Asafa Powell","JAM","23.11.82","Houston","23.07.2016"
1581,10.05,0.2,"Nickel Ashmeade","JAM","07.04.90","Rio de Janeiro","14.08.2016"
1581,10.05,0.2,"Ryota Yamagata","JPN","10.06.92","Rio de Janeiro","14.08.2016"
1581,10.05,0.5,"Joel Fearon","GBR","11.10.88","Lausanne","25.08.2016"
1581,10.05,-0.1,"Joel Fearon","GBR","11.10.88","Saint-Denis","27.08.2016"
1779,10.06,1.1,"Robert Hayes","USA","20.12.42","Tokyo","15.10.1964"
1779,10.06,0,"Hasely Crawford","TTO","16.08.50","Montr&eacute;al","24.07.1976"
1779,10.06,-0.2,"Mel Lattany","USA","10.08.59","Gainesville","16.05.1981"
1779,10.06,2,"Mel Lattany","USA","10.08.59","London","31.07.1981"
1779,10.06,-0.6,"Carl Lewis","USA","01.07.61","Houston","07.05.1983"
1779,10.06,2,"Leandro Pe&ntilde;alver","CUB","23.05.61","Caracas","24.08.1983"
1779,10.06,1.6,"Ron Brown","USA","31.03.61","Z&uuml;rich","24.08.1983"
1779,10.06,1.6,"Emmit King","USA","24.03.59","Z&uuml;rich","24.08.1983"
1779,10.06,0,"Carl Lewis","USA","01.07.61","Walnut","29.04.1984"
1779,10.06,-2.2,"Carl Lewis","USA","01.07.61","Los Angeles","17.06.1984"
1779,10.06,1.9,"Frank Emmelmann","GDR","15.09.61","Berlin","22.09.1985"
1779,10.06,0.8,"Carl Lewis","USA","01.07.61","Moskva","09.07.1986"
1779,10.06,0.3,"Andr&eacute;s Sim&oacute;n","CUB","15.09.61","La Habana","01.08.1987"
1779,10.06,2,"Johan Rossouw","RSA","20.10.65","Johannesburg","23.04.1988"
1779,10.06,2,"Dennis Mitchell","USA","20.02.66","Gainesville","08.04.1989"
1779,10.06,1.3,"Patrick Williams","JAM","11.11.65","Modesto","05.05.1990"
1779,10.06,-0.3,"Leroy Burrell","USA","21.02.67","Malm&ouml;","05.08.1991"
1779,10.06,1.6,"Raymond Stewart","JAM","18.03.65","Kingston","03.07.1992"
1779,10.06,0.6,"Olapade Adeniken","NGR","19.08.69","Lausanne","08.07.1992"
1779,10.06,1.7,"Linford Christie","GBR","02.04.60","Edinburgh","02.07.1993"
1779,10.06,1.7,"Calvin Smith","USA","08.01.61","Edinburgh","02.07.1993"
1779,10.06,-0.1,"Frank Fredericks","NAM","02.10.67","Stuttgart","14.08.1993"
1779,10.06,0.9,"Dennis Mitchell","USA","20.02.66","Stuttgart","15.08.1993"
1779,10.06,1,"Linford Christie","GBR","02.04.60","Bruxelles","03.09.1993"
1779,10.06,0,"Linford Christie","GBR","02.04.60","Fukuoka","18.09.1993"
1779,10.06,2,"Jon Drummond","USA","09.09.68","San Jos&eacute;","28.05.1994"
1779,10.06,0.2,"Leroy Burrell","USA","21.02.67","Roma","08.06.1994"
1779,10.06,2,"Rodney Lewis","USA","17.07.66","Knoxville","15.06.1994"
1779,10.06,1.9,"Frank Fredericks","NAM","02.10.67","Victoria","23.08.1994"
1779,10.06,1.5,"Linford Christie","GBR","02.04.60","Rieti","28.08.1994"
1779,10.06,1.7,"Terrance Bowen","USA","15.09.71","Fresno","01.04.1995"
1779,10.06,0.8,"Linford Christie","GBR","02.04.60","Paris","03.07.1995"
1779,10.06,0.7,"Ato Boldon","TTO","30.12.73","Lausanne","05.07.1995"
1779,10.06,0.9,"Donovan Bailey","CAN","16.12.67","Montr&eacute;al","15.07.1995"
1779,10.06,1.6,"Dennis Mitchell","USA","20.02.66","Mito","06.05.1996"
1779,10.06,1,"Ato Boldon","TTO","30.12.73","Eugene","30.05.1996"
1779,10.06,0,"Linford Christie","GBR","02.04.60","N&uuml;rnberg","07.06.1996"
1779,10.06,-0.1,"Leroy Burrell","USA","21.02.67","Atlanta","15.06.1996"
1779,10.06,1.1,"Jeff Williams","USA","31.12.65","Atlanta","15.06.1996"
1779,10.06,0.6,"Vincent Henderson","USA","20.10.72","Atlanta","15.06.1996"
1779,10.06,0.1,"Ato Boldon","TTO","30.12.73","Atlanta","26.07.1996"
1779,10.06,-0.2,"Donovan Bailey","CAN","16.12.67","Monaco","10.08.1996"
1779,10.06,-1.4,"Donovan Bailey","CAN","16.12.67","Z&uuml;rich","14.08.1996"
1779,10.06,0.1,"Donovan Bailey","CAN","16.12.67","Z&uuml;rich","14.08.1996"
1779,10.06,-1.4,"Linford Christie","GBR","02.04.60","Z&uuml;rich","14.08.1996"
1779,10.06,0.6,"Dennis Mitchell","USA","20.02.66","Linz","21.08.1996"
1779,10.06,0.9,"Osmond Ezinwa","NGR","22.11.71","Sheffield","25.08.1996"
1779,10.06,0.3,"Kareem Streete-Thompson","USA","30.03.73","El Paso","12.04.1997"
1779,10.06,0.1,"Tim Montgomery","USA","28.01.75","Mito","05.05.1997"
1779,10.06,1.8,"Davidson Ezinwa","NGR","22.11.71","Jena","25.05.1997"
1779,10.06,0.7,"Kareem Streete-Thompson","USA","30.03.73","Villeneuve d'Ascq","29.06.1997"
1779,10.06,0.2,"Vincent Henderson","USA","20.10.72","Linz","09.07.1997"
1779,10.06,2,"Dwain Chambers","GBR","05.04.78","Ljubljana","25.07.1997"
1779,10.06,0.4,"Bruny Surin","CAN","12.07.67","Ath&iacute;nai","02.08.1997"
1779,10.06,0.4,"Maurice Greene","USA","23.07.74","Monaco","16.08.1997"
1779,10.06,0.4,"Eric Nkansah","GHA","12.12.74","Leverkusen","20.08.1997"
1779,10.06,-1.6,"Maurice Greene","USA","23.07.74","Melbourne","25.02.1998"
1779,10.06,0,"Tim Montgomery","USA","28.01.75","Gosier","03.05.1998"
1779,10.06,0.6,"Tim Montgomery","USA","28.01.75","New Orleans","19.06.1998"
1779,10.06,-0.8,"Francis Obikwelu","NGR","22.11.78","Lisboa","20.06.1998"
1779,10.06,1,"Francis Obikwelu","NGR","22.11.78","Oslo","09.07.1998"
1779,10.06,0.3,"Jon Drummond","USA","09.09.68","Stockholm","05.08.1998"
1779,10.06,0.3,"Obadele Thompson","BAR","30.03.76","Stockholm","05.08.1998"
1779,10.06,0.3,"Brian Lewis","USA","05.12.74","Stockholm","05.08.1998"
1779,10.06,-0.9,"Donovan Bailey","CAN","16.12.67","Z&uuml;rich","12.08.1998"
1779,10.06,-1.1,"Seun Ogunkoya","NGR","28.12.77","Z&uuml;rich","12.08.1998"
1779,10.06,1.4,"Bruny Surin","CAN","12.07.67","Lausanne","25.08.1998"
1779,10.06,1.1,"Innocent Asonze","NGR","30.12.72","K&ouml;nigs Wusterhausen","30.08.1998"
1779,10.06,0.1,"Obadele Thompson","BAR","30.03.76","Berlin","01.09.1998"
1779,10.06,0.9,"Andr&eacute; Domingos da Silva","BRA","26.11.72","Bogot&aacute;","25.06.1999"
1779,10.06,0.4,"Koji Ito","JPN","29.01.70","Lausanne","02.07.1999"
1779,10.06,1,"Brian Lewis","USA","05.12.74","Luzern","05.07.1999"
1779,10.06,-0.7,"Bruny Surin","CAN","12.07.67","Z&uuml;rich","11.08.1999"
1779,10.06,0.9,"Bruny Surin","CAN","12.07.67","Bellinzona","01.09.1999"
1779,10.06,1.8,"Tony McCall","USA","16.06.74","Durham","08.04.2000"
1779,10.06,1.8,"Tim Montgomery","USA","28.01.75","Durham","08.04.2000"
1779,10.06,1.4,"Tim Montgomery","USA","28.01.75","Hani&aacute;","14.06.2000"
1779,10.06,0.4,"Brian Lewis","USA","05.12.74","Helsinki","15.06.2000"
1779,10.06,1.5,"Donovan Bailey","CAN","16.12.67","Luzern","27.06.2000"
1779,10.06,-0.1,"Francis Obikwelu","NGR","22.11.78","Nice","08.07.2000"
1779,10.06,-0.6,"Maurice Greene","USA","23.07.74","Sacramento","15.07.2000"
1779,10.06,0.4,"Darren Campbell","GBR","12.09.73","Stockholm","01.08.2000"
1779,10.06,0.7,"Abdul Aziz Zakari","GHA","02.09.76","Linz","08.08.2000"
1779,10.06,-1,"Francis Obikwelu","NGR","22.11.78","Z&uuml;rich","11.08.2000"
1779,10.06,-0.1,"Obadele Thompson","BAR","30.03.76","Monaco","18.08.2000"
1779,10.06,0.2,"Maurice Greene","USA","23.07.74","Sydney","23.09.2000"
1779,10.06,0.1,"Kim Collins","SKN","05.04.76","Lausanne","04.07.2001"
1779,10.06,-1.7,"Bernard Williams","USA","19.01.78","Edmonton","05.08.2001"
1779,10.06,0,"Dwain Chambers","GBR","05.04.78","Bruxelles","24.08.2001"
1779,10.06,0,"Bernard Williams","USA","19.01.78","Bruxelles","24.08.2001"
1779,10.06,1.8,"Frank Fredericks","NAM","02.10.67","Rieti","02.09.2001"
1779,10.06,-0.2,"Bernard Williams","USA","19.01.78","Ath&iacute;nai","10.06.2002"
1779,10.06,-0.1,"Maurice Greene","USA","23.07.74","Oslo","28.06.2002"
1779,10.06,1.9,"Mark Lewis-Francis","GBR","04.09.82","Birmingham","13.07.2002"
1779,10.06,-0.3,"Francis Obikwelu","POR","22.11.78","M&uuml;nchen","07.08.2002"
1779,10.06,0.3,"Frank Fredericks","NAM","02.10.67","Z&uuml;rich","16.08.2002"
1779,10.06,-1.3,"Kim Collins","SKN","05.04.76","Z&uuml;rich","16.08.2002"
1779,10.06,0.5,"Maurice Greene","USA","23.07.74","London","23.08.2002"
1779,10.06,-0.3,"Uchenna Emedolu","NGR","17.09.76","Madrid","20.09.2002"
1779,10.06,-0.3,"Kim Collins","SKN","05.04.76","Madrid","20.09.2002"
1779,10.06,1.7,"Bernard Williams","USA","19.01.78","Palo Alto","19.06.2003"
1779,10.06,0.2,"Patrick Johnson","AUS","26.09.72","Luzern","25.06.2003"
1779,10.06,-0.3,"Bernard Williams","USA","19.01.78","Roma","11.07.2003"
1779,10.06,1.7,"Tyson Gay","USA","09.08.82","Austin","11.06.2004"
1779,10.06,1.7,"Michael Frater","JAM","06.10.82","Austin","11.06.2004"
1779,10.06,-1.3,"Maurice Greene","USA","23.07.74","Sacramento","10.07.2004"
1779,10.06,-1,"Francis Obikwelu","POR","22.11.78","Saint-Denis","23.07.2004"
1779,10.06,-0.1,"Marcus Brunson","USA","24.04.78","Leverkusen","01.08.2004"
1779,10.06,-0.5,"Justin Gatlin","USA","10.02.82","Z&uuml;rich","06.08.2004"
1779,10.06,0.9,"Asafa Powell","JAM","23.11.82","Ath&iacute;nai","21.08.2004"
1779,10.06,-0.2,"Leonard Scott","USA","19.01.80","Modesto","07.05.2005"
1779,10.06,1.5,"Walter Dix","USA","31.01.86","New York City","27.05.2005"
1779,10.06,1.8,"Dwight Thomas","JAM","23.09.80","Lausanne","05.07.2005"
1779,10.06,0.6,"Abdul Aziz Zakari","GHA","02.09.76","Roma","08.07.2005"
1779,10.06,-1,"Dwight Thomas","JAM","23.09.80","Helsinki","07.08.2005"
1779,10.06,1.8,"Travis Padgett","USA","13.12.86","Greensboro","26.05.2006"
1779,10.06,-0.9,"Marcus Brunson","USA","24.04.78","Oslo","02.06.2006"
1779,10.06,1.5,"Michael Frater","JAM","06.10.82","Gateshead","11.06.2006"
1779,10.06,0.6,"Churandy Martina","AHO","03.07.84","Cartagena","26.07.2006"
1779,10.06,1.7,"Christopher Williams","JAM","15.03.72","Port of Spain","05.08.2006"
1779,10.06,0.3,"Marcus Brunson","USA","24.04.78","Bruxelles","25.08.2006"
1779,10.06,-0.6,"Walter Dix","USA","31.01.86","Gainesville","25.05.2007"
1779,10.06,0,"Trindon Holliday","USA","27.04.86","Sacramento","08.06.2007"
1779,10.06,0.9,"Francis Obikwelu","POR","22.11.78","Oslo","15.06.2007"
1779,10.06,1.3,"Marlon Devonish","GBR","01.06.76","Lausanne","10.07.2007"
1779,10.06,0.1,"Churandy Martina","AHO","03.07.84","Rio de Janeiro","23.07.2007"
1779,10.06,-0.5,"Tyson Gay","USA","09.08.82","Osaka","25.08.2007"
1779,10.06,-0.3,"Jaysuma Saidy Ndure","NOR","01.01.84","Stuttgart","22.09.2007"
1779,10.06,1.4,"Mike Rodgers","USA","24.04.85","Modesto","10.05.2008"
1779,10.06,-0.3,"Darvis Patton","USA","04.12.77","Carson","18.05.2008"
1779,10.06,0.7,"Tyrone Edgar","GBR","29.03.82","G&eacute;n&egrave;ve","31.05.2008"
1779,10.06,0.4,"Dwain Chambers","GBR","05.04.78","Biberach","28.06.2008"
1779,10.06,1.8,"Travis Padgett","USA","13.12.86","Eugene","28.06.2008"
1779,10.06,1.6,"John Capel","USA","27.11.78","Eugene","28.06.2008"
1779,10.06,1.6,"Rae Edwards","USA","07.05.81","Eugene","28.06.2008"
1779,10.06,0.5,"Nesta Carter","JAM","10.11.85","Roma","11.07.2008"
1779,10.06,0.4,"Jaysuma Saidy Ndure","NOR","01.01.84","Stockholm","22.07.2008"
1779,10.06,1,"Mike Rodgers","USA","24.04.85","Stockholm","22.07.2008"
1779,10.06,0.4,"Richard Thompson","TTO","07.06.85","Stockholm","22.07.2008"
1779,10.06,-1,"Asafa Powell","JAM","23.11.82","London","25.07.2008"
1779,10.06,1.7,"Martial Mbandjock","FRA","14.10.85","Albi","25.07.2008"
1779,10.06,0,"Darrel Brown","TTO","11.10.84","Monaco","29.07.2008"
1779,10.06,0.2,"Marc Burns","TTO","07.01.83","Lausanne","02.09.2008"
1779,10.06,2,"Dwight Phillips","USA","01.10.77","Athens","09.05.2009"
1779,10.06,0.3,"Dwain Chambers","GBR","05.04.78","Kalam&aacute;ta","30.05.2009"
1779,10.06,1.2,"Simone Collio","ITA","27.12.79","Rieti","21.07.2009"
1779,10.06,0.2,"Leroy Dixon","USA","20.06.83","Lapinlahti","25.07.2009"
1779,10.06,1.3,"Jeffery Demps","USA","08.01.90","Knoxville","16.05.2010"
1779,10.06,1.2,"Mike Rodgers","USA","24.04.85","Rio de Janeiro","23.05.2010"
1779,10.06,1.3,"Jeffery Demps","USA","08.01.90","Greensboro","28.05.2010"
1779,10.06,0.8,"Yohan Blake","JAM","26.12.89","Kingston","05.06.2010"
1779,10.06,1.7,"Sam Effah","CAN","29.12.88","Miramar","09.07.2010"
1779,10.06,-1.2,"Christophe Lemaitre","FRA","11.06.90","Barcelona","28.07.2010"
1779,10.06,0.9,"Yohan Blake","JAM","26.12.89","Rovereto","31.08.2010"
1779,10.06,0.7,"Christophe Lemaitre","FRA","11.06.90","Split","04.09.2010"
1779,10.06,1.3,"Gerald Phiri","ZAM","06.10.88","Austin","09.04.2011"
1779,10.06,0.7,"Jaysuma Saidy Ndure","NOR","01.01.84","Walnut","16.04.2011"
1779,10.06,0,"Justin Gatlin","USA","10.02.82","Ponce","14.05.2011"
1779,10.06,2,"Dexter Lee","JAM","18.01.91","S&atilde;o Paulo","22.05.2011"
1779,10.06,-0.7,"Richard Thompson","TTO","07.06.85","Lignano Sabbiadoro","19.07.2011"
1779,10.06,-1.1,"Yohan Blake","JAM","26.12.89","Barcelona","22.07.2011"
1779,10.06,0.5,"Lerone Clarke","JAM","02.10.81","Lappeenranta","13.08.2011"
1779,10.06,1,"Keston Bledman","TTO","08.03.88","Port of Spain","13.08.2011"
1779,10.06,0,"Michael Frater","JAM","06.10.82","Z&uuml;rich","08.09.2011"
1779,10.06,0.1,"Lerone Clarke","JAM","02.10.81","Rieti","10.09.2011"
1779,10.06,2,"Egwero Ogho-Ogene","NGR","26.11.88","Maputo","12.09.2011"
1779,10.06,1.8,"Simon Magakwe","RSA","25.05.85","Johannesburg","27.04.2012"
1779,10.06,0.5,"Keston Bledman","TTO","08.03.88","George Town","09.05.2012"
1779,10.06,0.3,"Mike Rodgers","USA","24.04.85","Daegu","16.05.2012"
1779,10.06,0.7,"Darvis Patton","USA","04.12.77","Eugene","23.06.2012"
1779,10.06,1.4,"Marc Burns","TTO","07.01.83","Port of Spain","23.06.2012"
1779,10.06,1.4,"Justin Gatlin","USA","10.02.82","Eugene","24.06.2012"
1779,10.06,0.2,"Usain Bolt","JAM","21.08.86","Kingston","28.06.2012"
1779,10.06,1.5,"Kemar Bailey-Cole","JAM","10.01.92","Kingston","29.06.2012"
1779,10.06,0.9,"Jason Rogers","SKN","31.08.91","Irapuato","06.07.2012"
1779,10.06,-1.5,"Ryan Bailey","USA","13.04.89","London","13.07.2012"
1779,10.06,1,"Jason Young","JAM","21.03.91","Luzern","17.07.2012"
1779,10.06,1.5,"Ben Youssef Meit&eacute;","CIV","11.11.86","London","04.08.2012"
1779,10.06,1.7,"Adam Gemili","GBR","06.10.93","London","05.08.2012"
1779,10.06,0.7,"Nesta Carter","JAM","10.11.85","Stockholm","17.08.2012"
1779,10.06,0.3,"Jimmy Vicaut","FRA","27.02.92","Bruxelles","07.09.2012"
1779,10.06,1.9,"Diondre Batson","USA","13.07.92","Athens","13.04.2013"
1779,10.06,1.9,"Diondre Batson","USA","13.07.92","Athens","13.04.2013"
1779,10.06,0.8,"Justin Gatlin","USA","10.02.82","Gainesville","20.04.2013"
1779,10.06,0.1,"Su Bingtian","CHN","29.08.89","Beijing","21.05.2013"
1779,10.06,1.9,"Derrick Atkins","BAH","05.01.84","Montverde","08.06.2013"
1779,10.06,0.8,"Kim Collins","SKN","05.04.76","Birmingham","30.06.2013"
1779,10.06,1.6,"Dwain Chambers","GBR","05.04.78","Birmingham","12.07.2013"
1779,10.06,1.2,"Jacques Harvey","JAM","05.04.89","K&oslash;benhavn","01.08.2013"
1779,10.06,-0.1,"Jimmy Vicaut","FRA","27.02.92","Moskva","10.08.2013"
1779,10.06,-0.3,"Christophe Lemaitre","FRA","11.06.90","Moskva","11.08.2013"
1779,10.06,0.4,"Mike Rodgers","USA","24.04.85","Warszawa","25.08.2013"
1779,10.06,-0.3,"Adam Gemili","GBR","06.10.93","Z&uuml;rich","29.08.2013"
1779,10.06,0,"Diondre Batson","USA","13.07.92","Walnut","19.04.2014"
1779,10.06,1.2,"Dentarius Locke","USA","12.12.89","Tallahassee","09.05.2014"
1779,10.06,0.9,"Ramon Gittens","BAR","20.07.87","Regensburg","07.06.2014"
1779,10.06,1.4,"Jason Rogers","SKN","31.08.91","Hengelo","08.06.2014"
1779,10.06,-1.5,"Nickel Ashmeade","JAM","07.04.90","Kingston","27.06.2014"
1779,10.06,-0.3,"Kemar Bailey-Cole","JAM","10.01.92","Kingston","27.06.2014"
1779,10.06,-0.1,"Jimmy Vicaut","FRA","27.02.92","Z&uuml;rich","12.08.2014"
1779,10.06,-0.4,"James Dasaolu","GBR","05.09.87","Z&uuml;rich","13.08.2014"
1779,10.06,-0.3,"James Dasaolu","GBR","05.09.87","Z&uuml;rich","28.08.2014"
1779,10.06,0.2,"Su Bingtian","CHN","29.08.89","Beijing","20.05.2015"
1779,10.06,0.9,"Nesta Carter","JAM","10.11.85","Roma","04.06.2015"
1779,10.06,1.6,"Isiah Young","USA","05.01.90","Montverde","06.06.2015"
1779,10.06,1.9,"Chijindu Ujah","GBR","05.03.94","Birmingham","07.06.2015"
1779,10.06,1.9,"Julian Forte","JAM","01.07.93","Birmingham","07.06.2015"
1779,10.06,1.5,"Henricho Bruintjies","RSA","16.07.93","Praha","08.06.2015"
1779,10.06,1.6,"Levi Cadogan","BAR","08.11.95","Waterford","20.06.2015"
1779,10.06,1,"Jason Livermore","JAM","25.04.88","Kingston","25.06.2015"
1779,10.06,1.7,"Bryce Robinson","USA","13.11.93","Eugene","25.06.2015"
1779,10.06,0.6,"Mike Rodgers","USA","24.04.85","Sotteville-l&egrave;s-Rouen","06.07.2015"
1779,10.06,0,"Nesta Carter","JAM","10.11.85","Luzern","14.07.2015"
1779,10.06,1.9,"Andre De Grasse","CAN","10.11.94","Toronto","21.07.2015"
1779,10.06,-0.2,"Churandy Martina","NED","03.07.84","Beijing","22.08.2015"
1779,10.06,0.9,"Nickel Ashmeade","JAM","07.04.90","Beijing","23.08.2015"
1779,10.06,-0.5,"Su Bingtian","CHN","29.08.89","Beijing","23.08.2015"
1779,10.06,0.3,"Egwero Ogho-Ogene","NGR","26.11.88","Brazzaville","13.09.2015"
1779,10.06,-0.6,"Jimmy Vicaut","FRA","27.02.92","Paris","13.09.2015"
1779,10.06,1.4,"Nesta Carter","JAM","10.11.85","Rieti","13.09.2015"
1779,10.06,-0.1,"Akani Simbine","RSA","21.09.93","Stellenbosch","15.04.2016"
1779,10.06,0.8,"Walter Dix","USA","31.01.86","Tallahassee,","16.04.2016"
1779,10.06,1.7,"Jeffery Demps","USA","08.01.90","Clermont","30.04.2016"
1779,10.06,0,"Kendal Williams","USA","23.09.95","Athens","30.04.2016"
1779,10.06,1,"Julian Forte","JAM","01.07.93","Kingston","07.05.2016"
1779,10.06,0.5,"Chijindu Ujah","GBR","05.03.94","Loughborough","22.05.2016"
1779,10.06,-0.5,"Ryota Yamagata","JPN","10.06.92","Tottori","05.06.2016"
1779,10.06,1,"Bruno Hortelano","ESP","18.09.91","Madrid","23.06.2016"
1779,10.06,0.7,"Senoj-Jay Givans","JAM","30.12.93","Kingston","01.07.2016"
1779,10.06,1.6,"Christian Coleman","USA","06.03.96","Eugene","03.07.2016"
1779,10.06,2,"Quentin Butler","USA","18.09.92","Eugene","29.07.2016"
1779,10.06,0.2,"Trayvon Bromell","USA","10.07.95","Rio de Janeiro","14.08.2016"
2011,10.07,0.3,"Charles Greene","USA","21.03.45","Ciudad de M&eacute;xico","14.10.1968"
2011,10.07,0,"Valeriy Borzov","UKR","20.10.49","M&uuml;nchen","31.08.1972"
2011,10.07,0,"Donald Quarrie","JAM","25.02.51","Montr&eacute;al","24.07.1976"
2011,10.07,1.7,"Clancy Edwards","USA","09.08.55","Eugene","02.06.1978"
2011,10.07,1.8,"Eddie Hart","USA","24.04.49","Colorado Springs","30.07.1978"
2011,10.07,-0.1,"Steve Williams","USA","13.11.53","Z&uuml;rich","16.08.1978"
2011,10.07,1.2,"James Sanford","USA","27.12.57","Walnut","16.06.1979"
2011,10.07,0.6,"Mike Roberson","USA","25.03.56","Ciudad de M&eacute;xico","08.09.1979"
2011,10.07,2,"Stanley Floyd","USA","23.06.61","Austin","24.05.1980"
2011,10.07,1.5,"Mel Lattany","USA","10.08.59","Budapest","29.07.1981"
2011,10.07,-0.3,"Carl Lewis","USA","01.07.61","Helsinki","08.08.1983"
2011,10.07,0,"Carl Lewis","USA","01.07.61","Berlin","17.08.1983"
2011,10.07,-0.1,"Emmit King","USA","24.03.59","Sevilla","24.05.1986"
2011,10.07,0.5,"Carl Lewis","USA","01.07.61","Sevilla","28.05.1987"
2011,10.07,0.5,"Lee McRae","USA","23.01.66","Zagreb","14.07.1987"
2011,10.07,0.3,"Lee McRae","USA","23.01.66","Durham","26.07.1987"
2011,10.07,-1.2,"Calvin Smith","USA","08.01.61","Z&uuml;rich","19.08.1987"
2011,10.07,1.4,"Calvin Smith","USA","08.01.61","Bratislava","09.06.1988"
2011,10.07,0.5,"Brian Cooper","USA","21.08.65","Tampa","17.06.1988"
2011,10.07,1.1,"Linford Christie","GBR","02.04.60","Z&uuml;rich","17.08.1988"
2011,10.07,2,"Michael Marsh","USA","04.08.67","Gainesville","08.04.1989"
2011,10.07,-0.1,"Raymond Stewart","JAM","18.03.65","Villeneuve d'Ascq","25.06.1989"
2011,10.07,1.8,"Andre Cason","USA","20.01.69","Duisburg","25.08.1989"
2011,10.07,1.3,"Bruny Surin","CAN","12.07.67","Tokyo","25.08.1991"
2011,10.07,0.6,"Linford Christie","GBR","02.04.60","Lausanne","08.07.1992"
2011,10.07,0,"Linford Christie","GBR","02.04.60","Barcelona","31.07.1992"
2011,10.07,-0.7,"Carl Lewis","USA","01.07.61","Z&uuml;rich","19.08.1992"
2011,10.07,1.5,"Carl Lewis","USA","01.07.61","Villeneuve d'Ascq","02.07.1993"
2011,10.07,0.8,"Carl Lewis","USA","01.07.61","Lausanne","07.07.1993"
2011,10.07,0,"Carl Lewis","USA","01.07.61","Z&uuml;rich","04.08.1993"
2011,10.07,0.1,"Bruny Surin","CAN","12.07.67","Stuttgart","14.08.1993"
2011,10.07,0.9,"Bruny Surin","CAN","12.07.67","Stuttgart","15.08.1993"
2011,10.07,1.6,"Dennis Mitchell","USA","20.02.66","S&atilde;o Paulo","21.05.1994"
2011,10.07,1.1,"Emmanuel Tuffour","GHA","02.12.66","Schriesheim","18.06.1994"
